id;path;is_bee;is_wasp;is_otherinsect;is_other;photo_quality;is_validation;is_final_validation;label;bboxes;x_bb;y_bb;w_bb;h_bb;w_img;h_img;mx_bb;my_bb;mw_bb;mh_bb;;;;
6399;wasp2\H00052.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6400;wasp2\H00053.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6401;wasp2\H00054.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6402;wasp2\H00055.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6403;wasp2\H00056.jpg;0;1;0;0;0;0;1;wasp;1;47;255;543;298;640;640;322,250,47;417,255,343;269,145,104;136,215,168;;;;
6404;wasp2\H00057.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6405;wasp2\H00058.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6406;wasp2\H00059.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6407;wasp2\H00060.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6408;wasp2\H00061.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6409;wasp2\H00062.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6410;wasp2\H00063.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6411;wasp2\H00064.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6412;wasp2\H00065.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6413;wasp2\H00066.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6414;wasp2\H00067.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6415;wasp2\H00068.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6416;wasp2\H00069.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6417;wasp2\H00070.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6418;wasp2\H00071.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6419;wasp2\H00072.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6420;wasp2\H00073.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6421;wasp2\H00074.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6422;wasp2\H00075.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6423;wasp2\H00076.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6424;wasp2\H00077.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6425;wasp2\H00078.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6426;wasp2\H00079.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6427;wasp2\H00080.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6428;wasp2\H00081.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6429;wasp2\H00082.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6430;wasp2\H00083.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6431;wasp2\H00084.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6432;wasp2\H00085.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6433;wasp2\H00086.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6434;wasp2\H00087.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6435;wasp2\H00088.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6436;wasp2\H00089.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6437;wasp2\H00090.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6438;wasp2\H00091.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6439;wasp2\H00092.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6440;wasp2\H00093.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6441;wasp2\H00094.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6442;wasp2\H00095.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6443;wasp2\H00096.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6444;wasp2\H00097.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6445;wasp2\H00098.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6446;wasp2\H00099.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6447;wasp2\H00100.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6448;wasp2\H00101.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6449;wasp2\H00102.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6450;wasp2\H00103.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6451;wasp2\H00104.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6452;wasp2\H00105.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6453;wasp2\H00106.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6454;wasp2\H00107.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6455;wasp2\H00108.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6456;wasp2\H00109.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6457;wasp2\H00110.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6458;wasp2\H00111.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6459;wasp2\H00112.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6460;wasp2\H00113.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6461;wasp2\H00114.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6462;wasp2\H00115.jpg;0;1;0;0;0;0;1;wasp;1;144;104;415;361;640;640;185,144,409;104,422,314;128,123,153;65,43,67;;;;
6463;wasp2\H00116.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6464;wasp2\H00117.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6465;wasp2\H00118.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6466;wasp2\H00119.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6467;wasp2\H00120.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6468;wasp2\H00121.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6469;wasp2\H00122.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6470;wasp2\H00123.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6471;wasp2\H00124.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6472;wasp2\H00125.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6473;wasp2\H00126.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6474;wasp2\H00127.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6475;wasp2\H00128.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6476;wasp2\H00129.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6477;wasp2\H00130.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6478;wasp2\H00131.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6479;wasp2\H00132.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6480;wasp2\H00133.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6481;wasp2\H00134.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6482;wasp2\H00135.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6483;wasp2\H00136.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6484;wasp2\H00137.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6485;wasp2\H00138.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6486;wasp2\H00139.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6487;wasp2\H00140.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6488;wasp2\H00141.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6489;wasp2\H00142.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6490;wasp2\H00143.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6491;wasp2\H00144.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6492;wasp2\H00145.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6493;wasp2\H00146.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6494;wasp2\H00147.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6495;wasp2\H00148.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6496;wasp2\H00149.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6497;wasp2\H00150.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6498;wasp2\H00151.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6499;wasp2\H00152.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6500;wasp2\H00153.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6501;wasp2\H00154.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6502;wasp2\H00155.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6503;wasp2\H00156.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6504;wasp2\H00157.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6505;wasp2\H00158.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6506;wasp2\H00159.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6507;wasp2\H00160.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6508;wasp2\H00161.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6509;wasp2\H00162.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6510;wasp2\H00163.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6511;wasp2\H00164.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6512;wasp2\H00165.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6513;wasp2\H00166.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6514;wasp2\H00167.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6515;wasp2\H00168.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6516;wasp2\H00169.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6517;wasp2\H00170.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6518;wasp2\H00171.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6519;wasp2\H00172.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6520;wasp2\H00173.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6521;wasp2\H00174.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6522;wasp2\H00175.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6523;wasp2\H00176.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6524;wasp2\H00177.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6525;wasp2\H00178.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6526;wasp2\H00179.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6527;wasp2\H00180.jpg;0;1;0;0;0;0;1;wasp;1;11;202;616;436;640;640;72,12,512;200,480,271;320,86,117;339,158,177;;;;
6528;wasp2\H00181.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6529;wasp2\H00182.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6530;wasp2\H00183.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6531;wasp2\H00184.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6532;wasp2\H00185.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6533;wasp2\H00186.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6534;wasp2\H00187.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6535;wasp2\H00188.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6536;wasp2\H00189.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6537;wasp2\H00190.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6538;wasp2\H00191.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6539;wasp2\H00192.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6540;wasp2\H00193.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6541;wasp2\H00194.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6542;wasp2\H00195.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6543;wasp2\H00196.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6544;wasp2\H00197.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6545;wasp2\H00198.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6546;wasp2\H00199.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6547;wasp2\H00200.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6548;wasp2\H00201.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6549;wasp2\H00202.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6550;wasp2\H00203.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6551;wasp2\H00204.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6552;wasp2\H00205.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6553;wasp2\H00206.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6554;wasp2\H00207.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6555;wasp2\H00208.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6556;wasp2\H00209.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6557;wasp2\H00210.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6558;wasp2\H00211.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6559;wasp2\H00212.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6560;wasp2\H00213.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6561;wasp2\H00214.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6562;wasp2\H00215.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6563;wasp2\H00216.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6564;wasp2\H00217.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6565;wasp2\H00218.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6566;wasp2\H00219.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6567;wasp2\H00220.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6568;wasp2\H00221.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6569;wasp2\H00222.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6570;wasp2\H00223.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6571;wasp2\H00224.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6572;wasp2\H00225.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6573;wasp2\H00226.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6574;wasp2\H00227.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6575;wasp2\H00228.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6576;wasp2\H00229.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6577;wasp2\H00230.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6578;wasp2\H00231.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6579;wasp2\H00232.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6580;wasp2\H00233.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6581;wasp2\H00234.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6582;wasp2\H00235.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6583;wasp2\H00236.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6584;wasp2\H00237.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6585;wasp2\H00238.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6586;wasp2\H00239.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6587;wasp2\H00240.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6588;wasp2\H00241.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6589;wasp2\H00242.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6590;wasp2\H00243.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6591;wasp2\H00244.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6592;wasp2\H00245.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6593;wasp2\H00246.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6594;wasp2\H00247.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6595;wasp2\H00248.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6596;wasp2\H00249.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6597;wasp2\H00250.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6598;wasp2\H00251.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6599;wasp2\H00252.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6600;wasp2\H00253.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6601;wasp2\H00254.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6602;wasp2\H00255.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6603;wasp2\H00256.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6604;wasp2\H00257.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6605;wasp2\H00258.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6606;wasp2\H00259.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6607;wasp2\H00260.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6608;wasp2\H00261.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6609;wasp2\H00262.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6610;wasp2\H00263.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6611;wasp2\H00264.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6612;wasp2\H00265.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6613;wasp2\H00266.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6614;wasp2\H00267.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6615;wasp2\H00268.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6616;wasp2\H00269.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6617;wasp2\H00270.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6618;wasp2\H00271.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6619;wasp2\H00272.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6620;wasp2\H00273.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6621;wasp2\H00274.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6622;wasp2\H00275.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6623;wasp2\H00276.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6624;wasp2\H00277.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6625;wasp2\H00278.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6626;wasp2\H00279.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6627;wasp2\H00280.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6628;wasp2\H00281.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6629;wasp2\H00282.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6630;wasp2\H00283.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6631;wasp2\H00284.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6632;wasp2\H00285.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6633;wasp2\H00286.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6634;wasp2\H00287.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6635;wasp2\H00288.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6636;wasp2\H00289.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6637;wasp2\H00290.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6638;wasp2\H00291.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6639;wasp2\H00292.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6640;wasp2\H00293.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6641;wasp2\H00294.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6642;wasp2\H00295.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6643;wasp2\H00296.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6644;wasp2\H00297.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6645;wasp2\H00298.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6646;wasp2\H00299.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6647;wasp2\H00300.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6648;wasp2\H00301.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6649;wasp2\H00302.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6650;wasp2\H00303.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6651;wasp2\H00304.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6652;wasp2\H00305.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6653;wasp2\H00306.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6654;wasp2\H00307.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6655;wasp2\H00308.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6656;wasp2\H00309.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6657;wasp2\H00310.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6658;wasp2\H00311.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6659;wasp2\H00312.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6660;wasp2\H00313.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6661;wasp2\H00314.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6662;wasp2\H00315.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6663;wasp2\H00316.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6664;wasp2\H00317.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6665;wasp2\H00318.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6666;wasp2\H00319.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6667;wasp2\H00320.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6668;wasp2\H00321.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6669;wasp2\H00322.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6670;wasp2\H00323.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6671;wasp2\H00324.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6672;wasp2\H00325.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6673;wasp2\H00326.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6674;wasp2\H00327.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6675;wasp2\H00328.jpg;0;1;0;0;0;1;0;wasp;;;;;;;;;;;;;;;
6676;wasp2\H00329.jpg;0;1;0;0;0;0;1;wasp;;;;;;;;;;;;;;;
6677;wasp2\H00330.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6678;wasp2\H00331.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
6679;wasp2\H00332.jpg;0;1;0;0;0;0;0;wasp;;;;;;;;;;;;;;;
